序,年份,文章标题,导师论文署名单位,论文对应经历阶段,统一研究主题,研究问题,采用方法,应用领域,证据位置,未完成事项序号
95,2022,ProGen: Progressive Zero-shot Dataset Generation via In-context Feedback,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,任务数据合成,如何减少零样本合成数据中的低信息和重复样本？,ProGen将小型任务模型的反馈作为上下文示例引导后续生成。,任务数据合成,"论文信息汇总.csv 序95：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_ProGen_ Progressive Zero-shot Dataset Generation via In-context Feedback.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.findings-emnlp.269/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Recently, dataset-generation-based zero-shot learning has shown promising results by training a task-specific model with a dataset synthesized from large pre-trained language models (PLMs). The final ”。",P95-C;P95-A;P95-R
96,2022,ZeroGen: Efficient Zero-shot Learning via Dataset Generation,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,任务数据合成,零样本任务能否用小模型获得更低的推理成本？,ZeroGen先用预训练模型无监督生成数据，再训练小型任务模型。,任务数据合成,"论文信息汇总.csv 序96：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_ZeroGen_ Efficient Zero-shot Learning via Dataset Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.emnlp-main.801/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 11653–11669”。
原文摘要依据：“There is a growing interest in dataset generation recently due to the superior generative capacity of large pre-trained language models (PLMs). In this paper, we study a flexible and efficient zero-sh”。",P96-C;P96-A;P96-R
97,2022,UnifiedSKG: Unifying and Multi-Tasking Structured Knowledge Grounding with Text-to-Text Language Models,待核验,阶段待核验,结构化知识理解,不同结构化知识任务如何共享统一训练与评测形式？,UnifiedSKG将21项任务转化为文本到文本格式，并进行多任务前缀微调。,结构化知识理解,"论文信息汇总.csv 序97：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2022.emnlp-main.39/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Structured knowledge grounding (SKG) leverages structured knowledge to complete user requests, such as semantic parsing over databases and question answering over knowledge bases. Since the inputs and”。",P97-C;P97-D;P97-A;P97-R
98,2022,The Devil in Linear Transformer,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,高效注意力与序列架构,线性Transformer性能下降的关键原因是什么？,分析无界梯度与注意力稀释，以归一化和早层局部注意力解决。,高效注意力与序列架构,"论文信息汇总.csv 序98：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_The Devil in Linear Transformer.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.emnlp-main.473/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Linear transformers aim to reduce the quadratic space-time complexity of vanilla transformers. However, they usually suffer from degraded performances on various tasks and corpus. In this paper, we ex”。",P98-C;P98-A
99,2022,An Empirical Revisiting of Linguistic Knowledge Fusion in Language Understanding Tasks,香港大学,香港大学；助理教授；2020-至今,句法分析与结构化表示,显式语言结构带来的收益是否来自语言知识本身？,用平衡树等平凡图替代真实句法、语义结构进行对照。,句法分析与结构化表示,"论文信息汇总.csv 序99：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_An Empirical Revisiting of Linguistic Knowledge Fusion in Language Understanding Tasks.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.emnlp-main.684/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 10064–10070”。
原文摘要依据：“Though linguistic knowledge emerges during large-scale language model pretraining, recent work attempt to explicitly incorporate human-defined linguistic priors into task-specific fine-tuning. Infusin”。",P99-C;P99-R
100,2022,CoNT: Contrastive Neural Text Generation,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,可控文本生成与一致性,对比学习为何未充分改善神经文本生成？,CoNT联合改进对比样本、损失和解码策略。,可控文本生成与一致性,"论文信息汇总.csv 序100：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_CoNT_ Contrastive Neural Text Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2205.14690；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Recently, contrastive learning attracts increasing interests in neural text generation as a new solution to alleviate the exposure bias problem. It introduces a sequence-level training signal which is”。",P100-C;P100-A;P100-R;P100-F
101,2022,A Contrastive Framework for Neural Text Generation,香港大学,香港大学；助理教授；2020-至今,可控文本生成与一致性,文本生成怎样减少重复退化而保持连贯？,SimCTG校准词元表示空间，并用对比搜索平衡多样性和上下文一致性。,可控文本生成与一致性,"论文信息汇总.csv 序101：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_A Contrastive Framework for Neural Text Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2202.06417；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“Text generation is of great importance to many natural language processing applications. However, maximization-based decoding methods (e.g. beam search) of neural language models often lead to degener”。",P101-C;P101-R;P101-F
102,2022,Audio-Visual Segmentation,待核验,阶段待核验,音视频分割与描述,如何在视频帧中像素级定位发声物体？,构建AVSBench，以时间像素级音视频交互引导分割。,音视频分割与描述,"论文信息汇总.csv 序102：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2207.05042；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“We propose to explore a new problem called audio-visual segmentation (AVS), in which the goal is to output a pixel-level map of the object(s) that produce sound at the time of the image frame. To faci”。",P102-C;P102-D;P102-A;P102-R;P102-F
103,2022,Linear Complexity Randomized Self-attention Mechanism,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,高效注意力与序列架构,随机特征softmax近似的偏差如何理解和减少？,从自归一化重要性采样推导随机注意力，再组合为线性LARA。,高效注意力与序列架构,"论文信息汇总.csv 序103：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Linear Complexity Randomized Self-attention Mechanism.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2204.04667；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Proceedings of the 39 th International Conference on Machine        the estimator is still consistent, the bias in question is elusive and”。
原文摘要依据：“Recently, random feature attentions (RFAs) are proposed to approximate the softmax attention in linear time and space complexity by linearizing the exponential kernel. In this paper, we first propose ”。",P103-C;P103-A
104,2022,Ripple Attention for Visual Perception with Sub-quadratic Complexity,香港大学；上海人工智能实验室,阶段待核验（双单位署名，上海人工智能实验室任职起止未公开）,高效注意力与序列架构,视觉序列化如何保留二维空间邻近关系？,Ripple Attention按空间距离加权，并以动态规划高效计算。,高效注意力与序列架构,"论文信息汇总.csv 序104：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Ripple Attention for Visual Perception with Sub-quadratic Complexity.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2110.02453；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Proceedings of the 39 th International Conference on Machine     table technique (§3.3).”。
原文摘要依据：“Transformer architectures are now central to sequence modeling tasks. At its heart is the attention mechanism, which enables effective modeling of long-term dependencies in a sequence. Recently, trans”。",P104-C;P104-A
105,2022,Linguistic Frameworks Go Toe-to-Toe at Neuro-Symbolic Language Modeling,香港大学,香港大学；助理教授；2020-至今,句法分析与结构化表示,不同句法、语义图能为语言建模提供多少额外信息？,用GPT-2与七种真实图结构集成，对比下一词预测和困惑度。,句法分析与结构化表示,"论文信息汇总.csv 序105：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Linguistic Frameworks Go Toe-to-Toe at Neuro-Symbolic Language Modeling.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.naacl-main.325/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“We examine the extent to which, in principle, different syntactic and semantic graph representations can complement and improve neural language modeling. Specifically, by conditioning on a subgraph en”。",P105-C;P105-R
