合作者姓名,论文序号,导师是否末位,导师是否通讯,证据位置
Jiangtao Feng,2,否,待核验,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。"
Jiangtao Feng,95,是,待核验,"论文信息汇总.csv 序95：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_ProGen_ Progressive Zero-shot Dataset Generation via In-context Feedback.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.findings-emnlp.269/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Recently, dataset-generation-based zero-shot learning has shown promising results by training a task-specific model with a dataset synthesized from large pre-trained language models (PLMs). The final ”。"
Jiangtao Feng,96,是,待核验,"论文信息汇总.csv 序96：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_ZeroGen_ Efficient Zero-shot Learning via Dataset Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2022.emnlp-main.801/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 11653–11669”。
原文摘要依据：“There is a growing interest in dataset generation recently due to the superior generative capacity of large pre-trained language models (PLMs). In this paper, we study a flexible and efficient zero-sh”。"
Jiangtao Feng,100,否,待核验,"论文信息汇总.csv 序100：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_CoNT_ Contrastive Neural Text Generation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2205.14690；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Recently, contrastive learning attracts increasing interests in neural text generation as a new solution to alleviate the exposure bias problem. It introduces a sequence-level training signal which is”。"
Jiangtao Feng,77,是,待核验,"论文信息汇总.csv 序77：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_DiffuSeq-v2_ Bridging Discrete and Continuous Text Spaces for Accelerated Seq2Seq Diffusion Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2023.findings-emnlp.660/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
原文摘要依据：“Diffusion models have gained prominence in generating high-quality sequences of text. Nevertheless, current approaches predominantly represent discrete text within a continuous diffusion space, which ”。"
Jiangtao Feng,80,是,待核验,"论文信息汇总.csv 序80：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2310.09512；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
原文摘要依据：“Autoregressive~(AR) generation almost dominates sequence generation for its efficacy. Recently, non-autoregressive~(NAR) generation gains increasing popularity for its efficiency and growing efficacy.”。"
Jiangtao Feng,87,是,否,"论文信息汇总.csv 序87：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Compositional Exemplars for In-context Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2302.05698；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
PDF发表标记：“Proceedings of the 40 th International Conference on Machine       7 distinct tasks, including sentiment analysis, paraphrase”。
原文摘要依据：“Large pretrained language models (LMs) have shown impressive In-Context Learning (ICL) ability, where the model learns to do an unseen task via a prompt consisting of input-output examples as the demo”。"
Jiangtao Feng,88,是,是,"论文信息汇总.csv 序88：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_CAB_ Comprehensive Attention Benchmarking on Long Sequence Modeling.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2210.07661；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Proceedings of the 40 th International Conference on Machine           causality modeling. We present four patterns of attentions,”。
原文摘要依据：“Transformer has achieved remarkable success in language, image, and speech processing. Recently, various efficient attention architectures have been proposed to improve transformer's efficiency while ”。"
Jiangtao Feng,93,是,待核验,"论文信息汇总.csv 序93：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_DiffuSeq_ Sequence to Sequence Text Generation with Diffusion Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2210.08933；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2023”。
原文摘要依据：“Recently, diffusion models have emerged as a new paradigm for generative models. Despite the success in domains using continuous signals such as vision and audio, adapting diffusion models to natural ”。"
Jiangtao Feng,134,是,是,"论文信息汇总.csv 序134：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_In-Context Learning with Many Demonstration Examples.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2302.04931；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large pre-training language models (PLMs) have shown promising in-context learning abilities. However, due to the backbone transformer architecture, existing PLMs are bottlenecked by the memory and co”。"
Jiangtao Feng,136,是,待核验,"论文信息汇总.csv 序136：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Optimizing Non-Autoregressive Transformers with Contrastive Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2305.13667；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Non-autoregressive Transformers (NATs) reduce the inference latency of Autoregressive Transformers (ATs) by predicting words all at once rather than in sequential order. They have achieved remarkable ”。"
Jiangtao Feng,142,是,待核验,"论文信息汇总.csv 序142：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2312.11135；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Efficient attentions have greatly improved the computational efficiency of Transformers. However, most existing linear attention mechanisms suffer from an \emph{efficiency degradation} problem, leadin”。"
Chong Wang（论文 #2，身份待核验）,2,否,待核验,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。"
Chong Wang（论文 #90，身份待核验）,90,是,待核验,"论文信息汇总.csv 序90：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Efficient Attention via Control Variates.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2302.04542；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2023”。
原文摘要依据：“Random-feature-based attention (RFA) is an efficient approximation of softmax attention with linear runtime and space complexity. However, the approximation gap between RFA and conventional softmax at”。"
Chong Wang（论文 #103，身份待核验）,103,是,否,"论文信息汇总.csv 序103：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Linear Complexity Randomized Self-attention Mechanism.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2204.04667；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Proceedings of the 39 th International Conference on Machine        the estimator is still consistent, the bias in question is elusive and”。
原文摘要依据：“Recently, random feature attentions (RFAs) are proposed to approximate the softmax attention in linear time and space complexity by linearizing the exponential kernel. In this paper, we first propose ”。"
Miguel Ballesteros（论文 #6，身份待核验）,6,否,待核验,"论文信息汇总.csv 序6：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2017_DyNet_ The Dynamic Neural Network Toolkit.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1701.03980；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“We describe DyNet, a toolkit for implementing neural network models based on dynamic declaration of network structure. In the static declaration strategy that is used in toolkits like Theano, CNTK, an”。"
