序号,导师姓名,论文标题,年份,尝试过的链接,失败原因,下一步建议
P26-D,"Kong, Lingpeng",Long Chain-of-Thought Fine-tuning via Understanding-to-Reasoning Transition,2025,https://aclanthology.org/2025.emnlp-main.1751.pdf,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_Long Chain-of-Thought Fine-tuning via Understanding-to-Reasoning Transition.pdf.part https://aclanthology.org/2025.emnlp-main.1751.pdf
curl: (28) Ope；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P26-A,"Kong, Lingpeng",Long Chain-of-Thought Fine-tuning via Understanding-to-Reasoning Transition,2025,https://aclanthology.org/2025.emnlp-main.1751/,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P26-R,"Kong, Lingpeng",Long Chain-of-Thought Fine-tuning via Understanding-to-Reasoning Transition,2025,https://aclanthology.org/2025.emnlp-main.1751/,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P27-C,"Kong, Lingpeng",ProReason: Multi-Modal Proactive Reasoning with Decoupled Eyesight and Wisdom,2025,"https://aclanthology.org/2025.emnlp-main.1614/
https://arxiv.org/abs/2410.14138",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P27-R,"Kong, Lingpeng",ProReason: Multi-Modal Proactive Reasoning with Decoupled Eyesight and Wisdom,2025,"https://aclanthology.org/2025.emnlp-main.1614/
https://arxiv.org/abs/2410.14138",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P28-C,"Kong, Lingpeng",QSpec: Speculative Decoding with Complementary Quantization Schemes,2025,"https://aclanthology.org/2025.emnlp-main.240/
https://arxiv.org/abs/2410.11305",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P28-D,"Kong, Lingpeng",QSpec: Speculative Decoding with Complementary Quantization Schemes,2025,"https://aclanthology.org/2025.emnlp-main.240.pdf
https://arxiv.org/pdf/2410.11305","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_QSpec_ Speculative Decoding with Complementary Quantization Schemes.pdf.part https://arxiv.org/pdf/2410.11305
curl: (28) Operation timed out after 35；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P28-A,"Kong, Lingpeng",QSpec: Speculative Decoding with Complementary Quantization Schemes,2025,"https://aclanthology.org/2025.emnlp-main.240/
https://arxiv.org/abs/2410.11305",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P28-R,"Kong, Lingpeng",QSpec: Speculative Decoding with Complementary Quantization Schemes,2025,"https://aclanthology.org/2025.emnlp-main.240/
https://arxiv.org/abs/2410.11305",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P29-C,"Kong, Lingpeng",UNComp: Can Matrix Entropy Uncover Sparsity? — A Compressor Design from an Uncertainty-Aware Perspective,2025,"https://aclanthology.org/2025.emnlp-main.209/
https://arxiv.org/abs/2410.03090",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P30-C,"Kong, Lingpeng",Developing and Utilizing a Large-Scale Cantonese Dataset for Multi-Tasking in Large Language Models,2025,"https://aclanthology.org/2025.findings-emnlp.102/
https://arxiv.org/abs/2503.03702",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P30-R,"Kong, Lingpeng",Developing and Utilizing a Large-Scale Cantonese Dataset for Multi-Tasking in Large Language Models,2025,"https://aclanthology.org/2025.findings-emnlp.102/
https://arxiv.org/abs/2503.03702",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P31-C,"Kong, Lingpeng",Recipe2Plan: Evaluating Planning Abilities of LLMs for Efficient and Feasible Multitasking with Time Constraints Between Actions,2025,"https://aclanthology.org/2025.findings-emnlp.229/
https://arxiv.org/abs/2503.02238",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P32-C,"Kong, Lingpeng",TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,2025,https://arxiv.org/abs/2504.17343,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P32-D,"Kong, Lingpeng",TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,2025,https://arxiv.org/pdf/2504.17343,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_TimeChat-Online_ 80% Visual Tokens are Naturally Redundant in Streaming Videos.pdf.part https://arxiv.org/pdf/2504.17343
curl: (28) Operation timed o；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P32-A,"Kong, Lingpeng",TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,2025,https://arxiv.org/abs/2504.17343,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P32-R,"Kong, Lingpeng",TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,2025,https://arxiv.org/abs/2504.17343,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P32-F,"Kong, Lingpeng",TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,2025,https://arxiv.org/abs/2504.17343,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P33-C,"Kong, Lingpeng",Reasoning Does Not Necessarily Improve Role-Playing Ability,2025,"https://aclanthology.org/2025.findings-acl.537/
https://arxiv.org/abs/2502.16940",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P34-C,"Kong, Lingpeng",PromptCoT: Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models,2025,"https://aclanthology.org/2025.findings-acl.935/
https://arxiv.org/abs/2503.02324",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P35-C,"Kong, Lingpeng",Alleviating Hallucinations from Knowledge Misalignment in Large Language Models via Selective Abstention Learning,2025,https://aclanthology.org/2025.acl-long.1199/,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P36-C,"Kong, Lingpeng",Teaching Language Models to Critique via Reinforcement Learning,2025,https://arxiv.org/abs/2502.03492,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P37-C,"Kong, Lingpeng",ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,2025,https://arxiv.org/abs/2502.14317,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P37-D,"Kong, Lingpeng",ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,2025,https://arxiv.org/pdf/2502.14317,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_ParallelComp_ Parallel Long-Context Compressor for Length Extrapolation.pdf.part https://arxiv.org/pdf/2502.14317
curl: (28) Operation timed out afte；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P37-A,"Kong, Lingpeng",ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,2025,https://arxiv.org/abs/2502.14317,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P37-R,"Kong, Lingpeng",ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,2025,https://arxiv.org/abs/2502.14317,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P37-F,"Kong, Lingpeng",ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,2025,https://arxiv.org/abs/2502.14317,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P38-C,"Kong, Lingpeng",VL-RewardBench: A Challenging Benchmark for Vision-Language Generative Reward Models,2025,https://arxiv.org/abs/2411.17451,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P38-R,"Kong, Lingpeng",VL-RewardBench: A Challenging Benchmark for Vision-Language Generative Reward Models,2025,https://arxiv.org/abs/2411.17451,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P38-F,"Kong, Lingpeng",VL-RewardBench: A Challenging Benchmark for Vision-Language Generative Reward Models,2025,https://arxiv.org/abs/2411.17451,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P39-C,"Kong, Lingpeng",Jailbreaking as a Reward Misspecification Problem,2025,https://arxiv.org/abs/2406.14393,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P40-C,"Kong, Lingpeng",Temporal Reasoning Transfer from Text to Video,2025,https://arxiv.org/abs/2410.06166,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P40-D,"Kong, Lingpeng",Temporal Reasoning Transfer from Text to Video,2025,https://arxiv.org/pdf/2410.06166,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_Temporal Reasoning Transfer from Text to Video.pdf.part https://arxiv.org/pdf/2410.06166
curl: (28) Operation timed out after 35001 milliseconds with；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P40-A,"Kong, Lingpeng",Temporal Reasoning Transfer from Text to Video,2025,https://arxiv.org/abs/2410.06166,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P40-R,"Kong, Lingpeng",Temporal Reasoning Transfer from Text to Video,2025,https://arxiv.org/abs/2410.06166,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P40-F,"Kong, Lingpeng",Temporal Reasoning Transfer from Text to Video,2025,https://arxiv.org/abs/2410.06166,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
P41-C,"Kong, Lingpeng",MoS: Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards,2025,https://arxiv.org/abs/2410.00938,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P41-R,"Kong, Lingpeng",MoS: Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards,2025,https://arxiv.org/abs/2410.00938,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P42-C,"Kong, Lingpeng",Language Model Non-Myopic Generation for Reasoning and Planning,2025,https://arxiv.org/abs/2410.17195,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P42-R,"Kong, Lingpeng",Language Model Non-Myopic Generation for Reasoning and Planning,2025,https://arxiv.org/abs/2410.17195,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P42-F,"Kong, Lingpeng",Language Model Non-Myopic Generation for Reasoning and Planning,2025,https://arxiv.org/abs/2410.17195,CV列出会议/期刊，但独立出版记录未核实；保留发表载体并标发表待核验；核验日期2026-09-17,打开已有正式记录链接核对发表状态
