姓名,论文署名单位,当前单位,身份,职称,与导师的关系,共同论文数,首次合作年份,最近合作年份,共同研究方向,共同项目,关系证据,待核验问题,共同论文序号
Phil Blunsom（论文 #13，身份待核验）,2020；论文#13；Google DeepMind；牛津大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,句法分析与结构化表示,未公开,"论文信息汇总.csv 序13：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2020_Syntactic Structure Distillation Pretraining for Bidirectional Encoders.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2020.tacl-1.50/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“Textual representation learners trained on large amounts of data have achieved notable success on downstream tasks; intriguingly, they have also performed well on challenging tests of syntactic compet”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/phil-blunsom/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P13-C;P13-A;P13-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",13
Phil Blunsom（论文 #14，身份待核验）,2020；论文#14；Google DeepMind；牛津大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序14：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2020_Better Document-Level Machine Translation with Bayes’ Rule.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2020.tacl-1.23/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“We show that Bayes’ rule provides an effective mechanism for creating document translation models that can be learned from only parallel sentences and monolingual documents a compelling benefit becaus”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/phil-blunsom/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P14-C;P14-A;P14-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",14
Jiangtao Feng,"2018；论文#2；复旦大学
2022；论文#95；上海人工智能实验室
2022；论文#96；上海人工智能实验室
2022；论文#100；上海人工智能实验室
2023；论文#77；独立研究者
2023；论文#80；待核验
2023；论文#87；上海人工智能实验室
2023；论文#88；上海人工智能实验室
2023；论文#93；上海人工智能实验室
2023；论文#134；上海人工智能实验室
2023；论文#136；未公开
2023；论文#142；待核验",GenSI（清华AIR与上海人工智能实验室联合团队）,曾任上海人工智能实验室研究负责人、字节跳动高级研究员；具体起止未公开,具体职位未公开,论文合作者,12,2018,2023,机器翻译；任务数据合成；可控文本生成与一致性；扩散文本生成；高效注意力与序列架构；上下文示例选择,未公开,https://jiangtaofeng.github.io/；访问2026-09-17；原文依据：“a joint team from Tsinghua AIR and Shanghai AI Lab”。历史指导/时间另见https://ikekonglp.github.io/lingpenk_cv.pdf第1-2页（版本2026-01-27）；校友更新见https://hkunlp.github.io/people/。核验状态：公开身份部分确认；局限见待核验问题。,"历史岗位时间与共同项目职责未公开。
具体论文问题：P2-C;P2-A;P2-R;P95-C;P95-A;P95-R;P96-C;P96-A;P96-R;P100-C;P100-A;P100-R;P100-F;P77-C;P77-R;P80-C;P80-D;P80-A;P80-R;P80-F;P87-C;P88-C;P93-C;P93-R;P134-C;P134-A;P136-C;P136-R;P142-C;P142-D;P142-A;P142-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。;CP42",2;95;96;100;77;80;87;88;93;134;136;142
Po-Sen Huang（论文 #2，身份待核验）,2018；论文#2；Google DeepMind,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P2-C;P2-A;P2-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",2
Chong Wang（论文 #2，身份待核验）,2018；论文#2；Google,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。
仅确认论文内原姓名署名；跨论文身份未确认。https://chongw.github.io/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P2-C;P2-A;P2-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",2
Chong Wang（论文 #90，身份待核验）,2023；论文#90；Apple,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,高效注意力与序列架构,未公开,"论文信息汇总.csv 序90：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Efficient Attention via Control Variates.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2302.04542；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2023”。
原文摘要依据：“Random-feature-based attention (RFA) is an efficient approximation of softmax attention with linear runtime and space complexity. However, the approximation gap between RFA and conventional softmax at”。
仅确认论文内原姓名署名；跨论文身份未确认。https://chongw.github.io/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P90-C;P90-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",90
Chong Wang（论文 #103，身份待核验）,2022；论文#103；字节跳动,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,高效注意力与序列架构,未公开,"论文信息汇总.csv 序103：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Linear Complexity Randomized Self-attention Mechanism.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2204.04667；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Proceedings of the 39 th International Conference on Machine        the estimator is still consistent, the bias in question is elusive and”。
原文摘要依据：“Recently, random feature attentions (RFAs) are proposed to approximate the softmax attention in linear time and space complexity by linearizing the exponential kernel. In this paper, we first propose ”。
仅确认论文内原姓名署名；跨论文身份未确认。https://chongw.github.io/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P103-C;P103-A
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",103
Da Huang（论文 #2，身份待核验）,2018；论文#2；Google,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P2-C;P2-A;P2-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",2
Jiayuan Mao（论文 #2，身份待核验）,2018；论文#2；清华大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P2-C;P2-A;P2-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",2
Kan Qiao（论文 #2，身份待核验）,2018；论文#2；Google,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序2：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2018_Neural Phrase-to-Phrase Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1811.02172；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第3页；版本2026-01-27。
原文摘要依据：“In this paper, we propose Neural Phrase-to-Phrase Machine Translation (NP$^2$MT). Our model uses a phrase attention mechanism to discover relevant input (source) segments that are used by a decoder to”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P2-C;P2-A;P2-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",2
